0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.496139999999999759e+01,-1.381479999999999961e+02,-6.590350000000000374e-01,-7.521120000000000028e-01,-1.312263281191644921e+02,1.403972523930516729e+02,1.015000104904174805e+00
-3.510840000000000316e+01,-1.381500000000000057e+02,-2.697060000000000013e-01,-9.629429999999999934e-01,-1.056467684985046418e+02,6.419808177361749357e-02,2.289999961853027344e+00
-3.529169999999999874e+01,-1.380910000000000082e+02,1.465609999999999968e-01,-9.892020000000000257e-01,-8.157231936525093374e+01,3.798055313576580994e-01,5.069999694824218750e-01
-3.564820000000000277e+01,-1.385250000000000057e+02,5.215619999999999701e-01,-8.532129999999999992e-01,-5.856290269162426654e+01,1.096968688219213339e+00,5.119998455047607422e-01
-2.882029999999999959e+01,-1.473420000000000130e+02,6.229890000000000150e-01,-7.822299999999999809e-01,-5.146524156506310277e+01,2.199539210264170563e+01,5.070002079010009766e-01
-1.876180000000000092e+01,-1.588100000000000023e+02,6.579840000000000133e-01,-7.530320000000000347e-01,-4.885370162615843981e+01,1.681822684171916293e+01,9.069998264312744141e-01
-8.205519999999999925e+00,-1.694350000000000023e+02,7.030980000000000008e-01,-7.110929999999999751e-01,-4.532391301957564878e+01,1.802347043587635156e+01,8.310000896453857422e-01
1.821479999999999988e+00,-1.782810000000000059e+02,8.198619999999999797e-01,-5.725609999999999866e-01,-3.492900989481653795e+01,1.450252734458811332e+01,9.219999313354492188e-01
9.439890000000000114e+00,-1.834319999999999879e+02,9.982189999999999674e-01,-5.965499999999999969e-02,-3.420010438483549464e+00,1.128387215072918259e+01,8.150000572204589844e-01
1.721310000000000073e+01,-1.835509999999999877e+02,9.999099999999999655e-01,-1.343420000000000031e-02,-7.697459289967125695e-01,8.676475028952067348e+00,8.959999084472656250e-01
3.660280000000000200e+01,-1.826459999999999866e+02,9.880700000000000038e-01,1.540030000000000010e-01,8.858981463696668612e+00,2.257071044512697355e+01,8.599998950958251953e-01
4.916340000000000288e+01,-1.798650000000000091e+02,6.237899999999999556e-01,7.815919999999999535e-01,5.140656874685413413e+01,1.442240275334519417e+01,8.919999599456787109e-01
5.584579999999999700e+01,-1.724699999999999989e+02,6.700139999999999985e-01,7.423480000000000079e-01,4.793183690608144332e+01,1.178128925108130609e+01,8.459999561309814453e-01
6.717719999999999914e+01,-1.592129999999999939e+02,6.531660000000000244e-01,7.572149999999999714e-01,4.921927716919928031e+01,1.889475293814103907e+01,9.230000972747802734e-01
7.069859999999999900e+01,-1.547500000000000000e+02,4.777170000000000027e-01,8.785140000000000171e-01,6.146360437894241358e+01,6.489666520613856626e+00,8.759999275207519531e-01
7.557649999999999579e+01,-1.435769999999999982e+02,3.992120000000000113e-01,9.168589999999999796e-01,6.647108203582088493e+01,1.488569432393028258e+01,8.190000057220458984e-01
7.755110000000000525e+01,-1.329979999999999905e+02,-3.359519999999999729e-01,9.418790000000000218e-01,1.096304410409856445e+02,1.186516410444806091e+01,9.070000648498535156e-01
7.385460000000000491e+01,-1.224080000000000013e+02,-3.474079999999999946e-01,9.377140000000000475e-01,1.103288599684670572e+02,1.302741407084615233e+01,8.610000610351562500e-01
6.730519999999999925e+01,-1.072339999999999947e+02,-4.350370000000000070e-01,9.004130000000000189e-01,1.157876377225748143e+02,1.884503895135822660e+01,8.769998550415039062e-01
6.037599999999999767e+01,-9.400520000000000209e+01,-4.908589999999999898e-01,8.712389999999999857e-01,1.193970575589432741e+02,1.471298910217089428e+01,1.015000104904174805e+00
5.261310000000000286e+01,-7.937720000000000198e+01,-4.526720000000000188e-01,8.916770000000000529e-01,1.169152491029596206e+02,1.916692345929313035e+01,8.640000820159912109e-01
4.695889999999999986e+01,-7.231889999999999930e+01,-9.776550000000000518e-01,-2.102179999999999882e-01,-1.678648776808720697e+02,9.971070245832109435e+00,9.069998264312744141e-01
4.401230000000000331e+01,-7.249850000000000705e+01,6.296789999999999887e-01,-7.768549999999999622e-01,-5.097354082933677688e+01,3.622169537060891287e+00,8.150000572204589844e-01
