0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.914140000000000441e+01,-1.071310000000000002e+02,-8.627820000000000489e-01,5.055760000000000254e-01,1.496304018460296277e+02,1.268708939167466809e+02,1.004999876022338867e+00
6.916389999999999816e+01,-1.077409999999999997e+02,-5.046640000000000015e-01,8.633159999999999723e-01,1.203090459750897310e+02,2.718996811860511231e-01,2.245000123977661133e+00
6.905029999999999291e+01,-1.077759999999999962e+02,-7.200570000000000581e-02,9.974039999999999573e-01,9.412919706696379762e+01,2.344566379495049702e-01,5.069999694824218750e-01
6.875249999999999773e+01,-1.071770000000000067e+02,3.910629999999999939e-01,9.203639999999999599e-01,6.697934343088094522e+01,1.306530692577956287e+00,5.120000839233398438e-01
6.976949999999999363e+01,-1.069069999999999965e+02,7.408989999999999743e-01,6.716170000000000195e-01,4.219196986390177528e+01,2.075405426814451726e+00,5.069999694824218750e-01
6.964270000000000493e+01,-1.068859999999999957e+02,9.550079999999999680e-01,2.965789999999999815e-01,1.725225078935542555e+01,2.530063417807138504e-01,5.079998970031738281e-01
6.885649999999999693e+01,-1.066700000000000017e+02,9.889470000000000205e-01,-1.482709999999999861e-01,-8.526739784348199791e+00,1.608150203533514233e+00,5.069999694824218750e-01
6.962659999999999627e+01,-1.068310000000000031e+02,8.316329999999999556e-01,-5.553249999999999575e-01,-3.373311623714528906e+01,1.548719368388919548e+00,5.080001354217529297e-01
7.880920000000000414e+01,-1.122549999999999955e+02,8.628270000000000106e-01,-5.054999999999999494e-01,-3.036453765735732802e+01,2.103529096549115351e+01,5.069999694824218750e-01
9.032110000000000127e+01,-1.185679999999999978e+02,8.865399999999999947e-01,-4.626509999999999789e-01,-2.755831759400599523e+01,1.498775585416485967e+01,8.759999275207519531e-01
1.065040000000000049e+02,-1.260109999999999957e+02,9.349490000000000300e-01,-3.547819999999999863e-01,-2.078008534508013838e+01,1.996915069323723202e+01,8.919999599456787109e-01
1.165580000000000069e+02,-1.281879999999999882e+02,9.359330000000000149e-01,3.521779999999999911e-01,2.062059013690806353e+01,1.146821975461761234e+01,8.970000743865966797e-01
1.267950000000000017e+02,-1.250780000000000030e+02,9.565649999999999986e-01,2.915189999999999726e-01,1.694891888024413618e+01,1.312758740288764159e+01,8.150000572204589844e-01
1.395920000000000130e+02,-1.195690000000000026e+02,8.543279999999999763e-01,5.197349999999999470e-01,3.131446352695154545e+01,1.648806887385824638e+01,8.450000286102294922e-01
1.513379999999999939e+02,-1.122480000000000047e+02,8.577169999999999517e-01,5.141219999999999679e-01,3.093878829506949302e+01,1.667556896789210086e+01,8.299999237060546875e-01
1.647009999999999934e+02,-1.040469999999999970e+02,8.621879999999999544e-01,5.065880000000000383e-01,3.043683177971944076e+01,1.789822598324064629e+01,8.759999275207519531e-01
1.756990000000000123e+02,-9.750570000000000448e+01,8.540520000000000334e-01,5.201879999999999837e-01,3.134485648326051432e+01,1.459095998839697650e+01,8.770000934600830078e-01
1.896150000000000091e+02,-8.995539999999999736e+01,8.797019999999999840e-01,4.755249999999999755e-01,2.839354389002261314e+01,1.776914801506441677e+01,8.910000324249267578e-01
2.040689999999999884e+02,-8.306359999999999388e+01,9.181329999999999769e-01,3.962729999999999864e-01,2.334538535377929946e+01,1.825879916852455054e+01,8.769998550415039062e-01
